all_text,overall
works great for samsung galaxy note 101 2014 editionbought this for my samsung galaxy note 101 2014 edition was a little worried about it being the right one because the documentation was skimpy and some people had problem getting 64gb workingno problem just slipped it and when i went to settings it recognized it immediatelynice having the adapter so can move photos and files to my pc when i need it,5.0
using this with a galaxy s3not a great deal to say about this sandisk is a reputable supplier and it was simply a plugandplay installation for the phone it is a memory card and it works,4.0
works great with my galaxy s4had to format on my computer because i wanted to use with aokp and needed to get fat32 but once done the performance has been excellent,5.0
works great so farwe bought this for our new camera when we were expecting our first child we use the camera about once per week the iphone is just easier and usually takes a better picture for some reason and we transfer the photos to our pc it has worked well and we have no complaints so far 7 months,4.0
card crashed during shootingi was taking a tour in hangzhou china and while i was shooting with my canon 6d the card out of sudden crashed my camera would not recognize the card and it showed card reading error i had more than 20 photos in it including the trip in beijing and xian i was not able to cover those photos even with the common flash memory recovery softwares i may have to send it to sandisk subdivision lc technologies to recover those photos for the 64 gb they are asking for 325 regardless how much photos they can recoverlesson learned for important shoots use 32 sdhc card they are so far the most stable sd cards out there i spent over 10k for this vacation and most of these valuable memories are gone thanks a lot sandisk i wish i could give negative stars if amazon allowed me to,1.0
well builti got this instead of the black one because it looked better built than the black one i am using it with a 8gb stanza sip clip but the people at sandisk said to use the black one instead,5.0
good to expand memory in samsung tab 2 70bought this to go with my samsung tab 2 70 tablet even though the tablet indicates that it can only take up to a 32gb card this 64 gb worked like a charm now there is plenty of storage space for videos and music recommended,5.0
32gb micro sdhc diski got this for my smartphone after a steep price drop pleased that it is working as expected no signs of memory failure,5.0
excellent cardi usually buy sandisk cards the quality performance and reliability are worth the couple extra dollars i have had them survive the washer and dryer a few times,5.0
awesome cardwith that said there has been some skepticism related to the serial number of the card as it is displayed on amazon i can confirm that i received a brand new 64 gb card with the serial sdsdqua064gu46a,5.0
oodles of recording timethe card seems fast and it is a huge amount of storage for the price it has worked flawlessly for a few months in a range of smartphones and cameras,5.0
sandisk ultra 32 gb microsdhc c10uhs1 memory card with adapterwhen the price is right on these these memory cards why not buy for it a late model tablet i could also make this a review for class 4 kingston 32 gb microsdhc which i bought from amazon at the same time the class 10 cards will work in the late model tablets while there might be a small speed boost in booting up and having the tablet ready to run compared to a class 6 or a lower class card i would say it there just is not that huge of difference between this and lower speed cards i would say it is what inside the tablet that will determine it is bootup speed more than the card you put into it in different devices such as cameras that can use this type of card this may very well not be true but brand name and cost are the determining factors for what i buy to put in my tablets,4.0
giftmy granddaughter wanted this for her phone so she could put songs on it she loved the card and its capacity,4.0
love itlove this product the card easily integrated with my cellphone small and very portable i would gladly recommend this product to my friends,4.0
great things come in small packagesits tiny in size but provides great storage tested and works great with all our blackberry z10 and q10 devices just remember to format the memorycard by using the setup on the phone and not format using your computer,5.0
works perfectlyi love this card it provides a massive storage boost for my tablet and has really fast access speeds i have never run into loading problems even with very large video files and am happy with its performance,5.0
wonderful technot much to say other than it is as advertised and it works i have not the means to gauge the transfer speeds but i have experienced no lags or delays with the combination of this storage and my hardware galaxy note iithe shipping was faster than anything i received recently,5.0
works on samsung note 2comes formatted in exfat that is the format that is plug and play with the samsung note 2 after a bit of checking i found the format should work with the note 101 and 8no complaints works perfectly,5.0
unmounts randomlyunmounts randomly in mu surface pro 2 seems to mostly be centered around write operations trying the samsung version which is sadly much more money,1.0
excellentshipping was fastitem arrived on timeitem is the new ultra high speeduhs1 standard of memory card and it works very fast in read and write speeds and watching bluray moviescustomer is happy as well,5.0
great price for the storagejust upgraded to more storageplus i got this for 15had a class 10 card with 16gb of spacehave not see any difference in performance compared to this sandisk ultra 32gb but the extra space is welcomed,5.0
huge spaceit is amazing how much you can hold on such a tiny disc technology is amazing and this is way cheaper than in the stores,5.0
rip buddythese things average about 50 more mbps than your standard microsd worth the premium i do not know whats your time worthhowever i threw a fit and ended up smashing the little guy in half not too resilient but that is not saying anything about this little guy the insides look like something out of a halo video game high technology just go with 2 16gbs if you have a temper problem and not a huge need for consolidated data,5.0
great way to expand storage especially with tabletsi love this it expanded the storage of my nook hd sorry amazon i allready had 2 kindles and wanted to see what all the fuss with nook was about still love my kindles from 16 gigs to 80 now i have plenty of space for music and movies,5.0
love this brand and disk is of great qualitycan never go wrong with sandisk products you never run into the problem of needing to reformat the disk and i usually store my music on it and plug it into my car instead of carrying an annoying ipod which needs to be synced all the time for new music with microsd you just drag and drop,5.0
does the job finedoes its job,5.0
nothing further to be saidsandisk are the definitive memory products period i have tried to save few bucks here and there and i have lost all the money and all the data fristration free package is the simpliest way to get the card in your hand,5.0
finally a small high capacity storage cardwith the smaller electronics we finally are able to save on a card it has an adapter so it will fit in the larger bays there is a lot of storage in such a small space i have been looking for the small cards to fit in my pad,5.0
works great my tablet loves itworks great my tablet loves it i always buy sandisk products and have never had a problem with any of them,5.0
this card works well for mesandisk sdsdqua064gu46a ultra 64 gb microsdxc class 10 uhs1 memory card not much to say about this card other then the fact that it is working well my research had me believe that this was a good and fast card and i have no complaints using it in my galaxy note 3using samsungs kies files transfer application on my mac i have had no problems transferring music videos docs and other files to and from this card,5.0
great with gopro camerai bought this memory chip for a gopro hero 3 camera it works beautifully and it arrived promptly with little packaging,5.0
64gb whats not too likelotsa space man observed writing speed is between 10mb to 7mb on my dedicated usb2 card reader i wrote mostly music on it for my android phone speed only matters for faster writing,5.0
three starsslow and expensive better options out there,3.0
good product for the priceusing it in a cell phone and so far no problemsi would recommend this o anyone who needs more memory,5.0
lifetime warranty comes handyworks as it should and has lifetime warranty in case of malfunction which i had after several months sandisk will send a replacement at no cost,5.0
purchased for a tabletpurchased this item for a lepan tc970 tablet all i can say is works greatokay and so i have to type 5 more words on this review so that i can post it,5.0
using it on my samsung s4sandisk makes no nonsense great memory works perfectly on my s4 and could not be happier i recommend this for sure,5.0
great dealprices on memory go down all the time this was a good sale price when purchased sandisk has always worked flawlessly for me,5.0
giftthis was a gift for someone else that needed more memory space on there phone i hope it works out for them,5.0
great quality memoryyou just cannot beat actual sandisk quality dont go for the counterfits this memory rocks and has worked fantastic for megreat purchase,5.0
this gen of 64gb seems unreliablei have purchased two of these 64gb sd cards and used them in an android phone and in a video recorderafter about 3 months usage in my phone the card would randomly unmount and it took many remounts or reboots to get the card to work again eventually it stopped accepting writes at all and could not even be formatted although i could see what was on therei repurchased the card and after a couple months the same thing happened again random unmounts i moved the card to a video recorder where it worked for a while but even with a different usage pattern it died againi have had no problems with 32gb cards so far i am staying away from this generation of 64gb cardseditgetting these cards rmad was quick and easy i had a lexar 128gb sd card die too and i sent the cards in all at the same time i have not gotten an update from lexar but i got updates and my replacement from sandisk supposedly there was something fixed in this new card revision i hope so,1.0
works finegot this for my cell phone motorola razr m and it works just fine hundreds of albums and thousands of pictures and i still have 15 gb of memory left,5.0
very nice purchasegreat micro sd access is quick and it works awesome for my phone the price is also a plus i would definitely recommend this product,5.0
how could you not want thisi love this thing i can store anything on my phone now i have tons of movies and music now all stored on this sd card if you do not have one of these and want to be able to store everything youv ever wanted to access via your phone you need to get this,5.0
works greatthis is my first sandisk card i have a bunch of other brands i use this one in a tablet it works great really love the lifetime warranty that is included so far so good,5.0
maxed outi should not run out of room for a long time plays videos great and my camera is plenty fast with this mostly it is going to hold music on my casio gzone commando 4g lte this works great on all i have tested and a great price,5.0
blazing fast best microsdxcreally fast shipment i got it within 2 days of ordering even faster though was this 64gb microsdxc card i have been using it with my canon t3i dslr and it is been a big upgrade in storage for my photos i have used it for about a month now and it still lives up to its class 10 speed and reliability it transfers almost twice as fast as my old 32gb transcend sd cardthe only thing odd was the shipping box it came in it was the size of a laptop box but inside was an envelope with this sdxc card seemed like quite a big environmentally unfriendly waste in packaging,5.0
great cardi have a long term positive experience using sandisk cards the card works great both transfer and read speeds i have now purchased five of these cards over the past few months and my experience continues to be great i recommend this product,5.0
great until it randomly corruptsthe cars seemed great but occasionally the card is suddenly not formatted even without writing new data to it has happened in multiple devicesi lost some video i cannot rerecord on it and am fairly upsetsome forums say that the early runs of these cards did that occasionally and that it has been fixed on new runs but i find it difficult to trust them now i have never had this problem with any sandisk product before including the 5 of these cards i have in 32gbvery disappointed,2.0
great cardthis card is fast enough to meet my needs on a galaxy note 3 plenty of memory for my pictures and files no problems,5.0
nexus one loves this cardthe nexus one is listed as supporting a maximum of 32gb on an sdcardbased on reports here and elsewhere i took out my 32gb card and put in this 64gb card and powered up the phonethe phone reported that the card was defective in a notificationi pulled down the notifications and tapped the notification that issued that report it offered to format the cardi would note that i have clockwork recovery and the rom manager application installed on my rooted cm7 android 23 n1after tapping the notification the phone formatted the card all went well since i had neglected to move my rootexplorer file manager off the sd card prior to putting in the new card i was not able to check directly on the phonethat the entire 64gb was available but as it turned out it waswhile doing the above i had been using winzip to make a copy of the contents of my 32gb card to my pc using a usb adapter when that completedi powered down the phone and put the new 64gb card in the pc using the micro sd adapter that came with that card and a usb adapter for that adapterit showed about 60gb the usual for a 64gb card i guessinterestingly some files mainly folders related to clockworkmod had been placed on the sd card during formatting which shows where the formatting codeprobably came from take note if you do not have rom manager clockworkmod on your phone your mileage may very well vary if you have root i would suggest obtainingrom manager from google play prior to doing the above anyway i just deleted those files so that they wouldnt conflict with any of the old files i was aboutto copyi then unzipped the saved contents of my old card onto the new cardthen i put the new card in the n1 and powered it up it worked perfectly right awayroot explorer showed about 60gb of capacity of which about 30 was used by me i really needed this cardtried out spotify premium and it played fine from saved files that had been on the old card and were now transferred to the new card other thanroot explorer have not tried any other applications yet but am expecting good news based on the experience thus fari tried a full backup using rom manager and it apparently worked without incidentso based on the above i would recommend this card for the nexus one what a break to get another 30 gb on an aging phonethat is nonetheless still one of the best phones evercaveat keep in mind that i just unwrapped this thing and have used it for all of two hours,5.0
memory you can trusti believe in generic i tried generic for somethings you need sandisk you can trust sandisk it always works and if it does not they will make it right,5.0
work as expected great price from amazoni was looking for a solution to consolidate all the pictures i had on my lenovo tablet 2 comes with builtin 64mb and a microsd reader where i had a 64gb card full this was a great find and i have not moved all my files to this 128mb card i do not see any speed issue but did not do a formal test to check the capacity,5.0
sandisk is the way to goi like the storage capacity of this little gadget purchased for use in my smartphone sandisk has shown itself to be a truly reliable and quality storage device company and should do well in years to come this 32 gb micro memory card comes with an adapter so that you can use it for other purposes they tend to be a bit on the pricey side but you cannot beat amazon for pricing go ahead get one or two of these they are a worthwhile investment and you would not be disappointed,4.0
excellentsuperb no complains what so ever i bought this for my galaxy s4prosspeedcomes with the adapterlifetime warrantyconsnone,5.0
received a 32 gig card when i ordered a 64 gig card though the card is marked 64 gig cardi ordered a 64 gig card and the card received states it is a 64 gig card though it only hold 28 gigs of data i got ripped off i did not check it until after the 30 days had passed but it appears to be some sort of scam the card is clearly marked 64 gigs and i have checked the card in two tablets and two computers it is only a 32 gig cardedit the company directed me to a tool to reformat this card and i was able to get close to my 64 gigs of data though i do not like using third party tools i have windows mac and linux systems and any of those oss should have been able to format this card correctly i will minus a star for having to use a third party tool otherwise these are great cards,4.0
holds enough datai have plenty of space for my pics and songs that i store on my sd card the adaptor helps in easy transfer to my laptop,5.0
great product for a goprobought for my sons gopro3 he loves the gopro and this accessory is great allows him to film for long stretches and then he comes in downloads and edits,5.0
unreliablemy motorola droid razr maxx hd works fine with a 16gb sandisk card but the 32gb card died in less than 3 months sandisk will replace the card under warranty but the sandisk customer support team informs me that the replacement process takes about a month for two months the card worked flawlessly and then it started to have intermittent errors i thought it might be a problem with my phone so i tried a 16gb card and i never had a problem when i returned to the 32gb card the intermittent problems returned and got worse eventually the card completely died and it is no longer recognized by either my phone or my computerconnected card reader both windows 7 and my phone now act as if no card were inserted even when it is well seatedi plan to update this when i have used my warrantyreplacement card for three months but that will be at least four months from now,1.0
great for samsung galaxy tableti bought this for my daughters samsung galaxy tablet she wants to play music on it all the time and i do not want the expense of paying for a bunch of downloads i bought this microsdhc and adapter and i can put it in my computers sd port and put music on it from her cd collection then all she has to do is put it in her tablet and play as much as she wants,5.0
it was half of the retail price but speed is not as advertisedwell it does work and glad that it is not fake as you would get if you bought from other online stores at 50 a piece but their max transfer speed is only at 18mbs not 30 as advertised and i have a very decent desktop with usb3 connector,3.0
great sdvery fast and reliable this sd gives my gs4 so much more ability but i am thinking about buying the 64gb so keep that in mind 32gb will fill up kinda fast if you shoot lost of photos and videos,5.0
love the black friday cheap itemit arrived on time as schedule it was purchased on black friday sale so the price was much cheaper than current listing price i am now regretting not going with the 64gb as recommended by my coworker i purchased it for my new samsung galaxy note 2 phone,5.0
excellent memoryfaster memory i use in note 3 and i dont have problem its faster to transfer information and 64 really gb,5.0
sd cardum nothing much to really say about it the adapter for it works but i gave it 3 stars because it goes in and out sometimes,3.0
amazingwhat can i sayspeed quality good pricei recommend it to everyone be aware you need to turn off first on windows to removed itis expensive to forget this,5.0
greatnowadays this memories do not have the fastest write speed but even though those are good speedson the other hand sandisk is a good markand what adds even more value in my opinion it is that those specific memory cards have a lifetime warrantyi got one damaged in 1 year and they changed iti really like this warranty service,5.0
works as it shouldi have this baby in my samsung note2 and there is not much to say except it seems to be working without a flaw,5.0
great cardcurrently using this in my tablet for my retro gaming and it works great have not lost anything and speed works fine i do not have a negative thing to say it,5.0
awesome quality cheap pricewhat else can i say other than the price is right the quality is out of this earths modern technology pair this baby up with an android and you got yourself and unstoppable memory machine,5.0
awesome and fast card not a good typer or speller here is what i didsince i could not format it on my pc running windows 8 pro or any of my cellphones running android versions of 231 from republic wireless on my canon vixia hf m41 dual card camrcorder i formated the card but the thing is it still read as exfatso i mounted it onto my samsung galaxy 101 anyway and it said something about corrupt files or what ever and it asked if i wanted to format and i press ok and yeap it works now it reads about 54 gigs and some got this 64 gig baby for 1989 from amazon warehouse deals i bought two but they cancelled one for no stock but it was still showing stock oh well all i really needed was one i just got greedy,5.0
sandiskexcelent product as sandisk has already gotten us used to it works perfecty with the gopro hero 3 speed and as always includes the adapter that makes it a very versatile product,5.0
perfect size 32gbsandisk is the best brand in my oppinion 32gb is a great size to put music video and so on recommend it,5.0
great memorythis memory combined with the elago mobile nano ii usb 20 works like a charm gives a lot of storage space with great flexibility,5.0
cheap and eficcientits very cheap fast tranfers in the right device and the right usb port i have not tested static and so on resistant stuff if anything happens i will update,5.0
great deali got these as a deal of the day i recommend checking those out super price for the 32gb capacity,5.0
sandisk 32 gb ultragreat buy and cheaper than most stores fits my galaxy s3 perfect for my music and photos fast speed and functionality,5.0
no problems but nothing astoundingi have had no problems with this memory card owned it a couple years and transfered it from phone to phone,4.0
win win situationi know armed with this in my android tablet and wearing my three wolf tshirt i will be the envy of all geek girls who will be uncontrollably attracted to my asian maleness,4.0
good solid productafter using it for a while i have not issue at allhave been taking pictures videos doing a lot of copypastedelete this little 32gb sd card not like my other sandisk 32gb which only last for about 6 monthsa small note not sure if it is the color or the design the feel of the card redgray is a little thicker then a regular black sd card i also need to use little force to get the card out the digital cam on the bright side i do not have to worry about dropping the cd card like others since it does not slide out when try getting it out,5.0
the bestis everything i need the best and faster microsd in market exxecent choice i ordered 2 so i recomended it,5.0
yaydefinitely needed more memory for my phone this is plenty of storage and was purchased at a very affordable price,5.0
greateveryone need now how you camera global positioning system phone or other gadget can go faster wit a real high speed memory sometimes we think for example that camera is very slow to recover or open a photo the global positioning system spend a lot of time charging a route or your phone game think a lot using a fast memory reduces a lot all time and battery because the gadget no need spend time charging files,5.0
works well reformatted to fat32i reformatted it in disk utility on my mac so that is fat32 and it works very well in my device nokia n900,5.0
class 10 is about the best there isclass 10 is about the best there is and sandisk has not let me down except that one time when a lockunlock broke off of a 32gig sdhc card i once bought well out of about a hundred different memory cards ide say that am not a bad run this works great in my sonswifes touch pad if you can get one on sale they are great,5.0
good when it workedwhen it did work it worked well one day it just died 3 months after i bought it i know these thinks happen with any memory card it happened to me on another card i had but that is another story luckily sandisk has decent customer service and will send me a new card they were actually easy to work with i contacted them through email hopefully all goes well that ends well,3.0
broke within 8 monthsbought it for my lg l9 android phone and in the phone it stayed speed is average the problem is that it broke within 8 months with all my data in there,1.0
worksno problems with this micro sd it works and works again and then you know what it works even again,4.0
good pricei am amazed that i can buy 32 gb of nonvolatile memory for so little used it in my new sony hdras15 action camcorder with no problems,5.0
good productgot this for my sansa clipzip it holds all the songs i have on my computer from the cds i have downloaded great to have for extra data when needed,5.0
works greatworks great nothing more to say you must change this policy or i would not write any more reviews ever y,5.0
great productthey shipped it out to me right away was packaged well and it works very well in my gopro camera,5.0
perfect for expanding storage on the samsung galaxy s4i was looking for the maximum storage i could add to my sd card slot on my samsung galaxy s4 while samsung only recommends using standard microsd cards this microsdxc card works perfectly and offers great speeds if you need a card to expand your galaxy s4s storage this is the goto card for you,5.0
the sandisk ultra 64 gb microthe san disk ultra 64 gb micro memory card works really well the card is tiny but the card comes with an adapter i use it for the gopro,5.0
does its job for a good pricethis microsdhc card makes its job pretty well it is fast enough to rely your data on any mobile device have not had any complaints so far,5.0
great for android smartphones cameras etcyou buy a severalhundreddollarsworth product and then you add up a cheap sd card what a shame go for a class 10 sandisk card they are very fast and reliable i use it with my lumix camera and my brothers just bought it for his galaxy s4 mini,5.0
fast dependable memory card for digital camerasgreat card with fast write times excellent for use in dslr or gopro camera i have used it to save both photos and movies,5.0
excellent transactioninstalled this card in my wifes cel phone i would have gone bigger but that is as big as her phone would take,5.0
works greatadded this to my dell venue 11 pro for extra storage space i popped the card holder out of my tablet inserted the memory card and the tablet recognized it right away readwrite time is as fast as the ssd drive in my tablet no complaints here,5.0
works great in my garminif there is anyone out there curious if this works on garmins gpsmap line of handhelds then yes all 32gbs are recognized and i am maxing this baby out with every map i can get my hands on no issues at allsome forums may have you believe there is a 4gb limitation but there simply is not fat32 which is the format of the card has a 4gb limit on file size but that is fine as all individual garmin maps are under 4gb,5.0
works nicethis chip replaces my previously fried out offbrand microsd so far it has performed flawlessly if it fails i will update the review i have a droid razr m smartphone,5.0
perfectworth the 30 i spent here then buying it at the store for 65 use it for the galaxy note 101 and the galaxy note 2,5.0
trusted name in storagewhats not to like it is what it is i always buy this brand of cards and drives they have never failed me,4.0
after 6 months of using this card nothing but errorsexpensive junki bought this card originally for my galaxy note ii with the intentions of using it as my primary downloader but i could not get it to format correctly for the phone even using third party format softwarei then tried it in my galaxy tab2 70plussame problemsi finally and ridiculously put the card in my nikon d5100 camera i could take a whopping 8k photos on highlarge settings not that i would ever need to take that many photos in one session this was the last option i had to use the cardit worked well taking photos of a holiday and thankfully it did not fail before i could get my photos onto a computer since then i have inserted it back in the camera and reformatted like you always should and bam one photo is good after that failure every single time so now i have a 64gb card that is capable of taking and storing one photo at a time before i must run a fix file system on my computerdo not waste your money on this card over priced not really faster than the other cards i have and zero longevity this may be a one off but i think it is a problem created by the proprietary format exfat that makes this card a loser or more to the point the poor customer who buys itupdate july 2012after contacting sandisk they have offered an rma but first they must verify that i have not tried to recover or wipe the data on the card and i must ship it at my expense to taiwan i have since emailed them in reply to the requested information date of purchase photos of the card packaging ect and i told them that the data on their is my data and if i could have accessed the card i would have wiped it why should i give them my information stored on the card that makes me less than happy i am guessing that they want to discourage returns who would want to send data to a company not knowing who will access it and what they will do with the information contained i would have wiped the card but it was unreadable unable to format unable to do anything i will send it to them hoping that the information is destroyed along with the bad cardsandisk you are asking a whole lot of your customers and since this card has gone bad i have had several other cards from them go bad as well seems to be a whole lot of cards being shipped that die in very short time periods i used to love their products and their older flash drives are great still using a micro cruzer that is 6 years old and going strong i have not had one single microsd card from this company last more than three months since i moved to the philippines either they send their junk to the philippines or they have dropped qc from their business model to create higher profit marginsupdate 2after emailing sandisk and expressing my displeasure with having to return the item intact so that they can assess the card and look atrecover what ever personal information may have been stored on the card they rescinded i can only assume that they want to get the card back to verify that it is bad or make sure that you are not just trying to get a free card out of them which i can understand instead of requiring me to send the card back to them they asked that i cut the card and send a photo of the destroyed card so they could process a new card to be sent to me directly in the philippines i hammered them pretty hard in this review and in the email i sent to them regarding the bad card and sometimes you get results in this case i give them 5 stars for doing the right thing i had no problem cutting the card since it would not operate in any of my devices anyway but i did have a problem returning the device intact with out knowing what information was stored on the card banking amazon account info passwords ect i would have just kept the card destroyed it and never bought another from sandisk with their faith restoring gesture i will not remove them from my list of companies to avoid i just hope that they get better at qc i returned another defective card to the retailer yesterday only to find out that you must have the original packaging for a replacement i was lucky to still have one of my packages but since i bought several of the cards i am not sure if i gave them the matching package for the card i returnedi would suggest that if you are like me and have several devices 2 dslrs galaxy tab2 galaxy note 2 sii lgp920 that you find a way to mark each cardpackage and keep the package in the case that the card should go bad i have had more than half of my sandisk 32gb cards fail on me in less than 6 months i only buy them because of the cards available in my area these are the best which is scary with such a high failure rate,1.0
great product great dealthis has got to be by far the best microsd card on the market it is very fast was easy to set it up i am using it in a samsung galaxy s3 and it works flawlessly well worth the money,5.0
working great in my shieldpopped it in my nvidia shield and it worked instantly transfers to it are faster than the transfers to the internal storage,5.0
was not built to lasti ordered this card as part of a lighning deal back in november the card was working fine in my galaxy s3 until a few weeks ago where it would intermittently not be recognized by my phone or my desktop computer and today 4 months later it died completely i guess you really do get what you pay for,2.0
goodthe price is goodthe looking is nicethe speed is goodit came with an adaptershipping speed is excellenti used it with my surface pro samsung galaxy s i working good on boththis is a good choice to have,4.0
excellentresponsible seller excellent product,5.0
nicenice deal on the 64gb mirosd card these are ideal for cellphones and the storage space is immense for those like me that need it just wish the price was lower for the 128gb ones,5.0
works great on my galaxy note 2expanded the storage space on my 16gb note 2 check out online to see how to make the phone think its the native space fast enough to capture hd video and 8mp photos would definitely recommend it,5.0
love the pricei purchased this item for my galaxy s3 and it works wonderful i have no problems pulling up information and downloading music movies and pic,5.0
working great with my galaxy s4since my wireless carrier did not sell a s4 version with more than 16gb of memory i wanted something to add a bit more storage space to my phone got this on sale for 4299 and i could not be happier with how it performs so far,5.0
sandisk the best availablei bought this memory card because of the sandisk reputation and the class 10 speed i use this for my samsung galaxy tablet the class 10 speed is really impressive the memory card can write to memory pictures as fast as you can take them loading music is almost instantaneous and a 5 minute music video loads in about 4 seconds i highly recommend this for any tablet or smartphone with expandable memory class 10 speed with sandisk reliability worth every penny,5.0
the usual results half advertised speedin reallife usecopying compressed files to and from the cardit clocks in at barely over half the advertised speeds about 16mbs read and about 75mbs write as averaged between testing on several sd slots some usbconnected some pcieconnected on several computers plus a justreleased smartphone very unimpressed by the up to marketing of sd card vendors and makersthe actual raw size is also about 595gb which i find fascinating for a flash device which is only ever manufactured with powersoftwo components 1kb 1024b,2.0
does it is job huge storagegreat storage for my android phone practically unlimited space for music easy to install and it has been reliable so far,5.0
great card class 10definitely a class 10 and works as intended transferred large video files tv shows and movies at a rate of 13mbs consistently played the files i transferred over to my tf700 and the 720p1080p blurays played without any problems,5.0
similar to the other 492 users worked great for about 2 monthsupdatethis card stopped working as of late february 2013 after only about 2 months of regular use there are 492 similar complaints about this card now 493 and this is 175 of 1 star out of 2918 reviews at first i thought it was my phone not being able to find it or the card would often spontaneously dismount and there were the frequent and repeated alerts for me to format the card formatting the card only cured the problem for a day or two plugged it into the desktop directly and the same thing happened got another card of another brand and everything has been working well since early march 2013 with the other card so it was not the phone but the card that is at fault very poor longevity the price is right but at the end not worth it if you need to buy another card to replace it amazon only covers 30 days so consider this a very expensive 60 day experiment if you are willing to try this brand of card would not recommend,1.0
best in it is classbest in it is class very happy with it amazon offered very good price will recommend to everyone so far works with everything i used with,5.0
great on gopro hero 3i have used and tested this memory card on gopro hero3 black edition and everything works great no problem at all,5.0
workswhat can i say it is a micro sd card i use for a sandisk sansa clip it has worked perfectly with no errors,5.0
works like a charmworks like a charmexpand my tablet capacity and now i have lots of space for applications music and videos without worries,5.0
works with my gopro silveri got my memory card here instead of on the gopro site and saved some money its the same card and it works awesome this card is about 7 hours of 720 30 frames per second or about 4 hours of 72060 frames or 1080 30 frames in a gopro you will be burning through batteries way before you could ever fill these cards i prefer more smaller cards if a card dies it is less of a catastrophe and you also dont pay that premium for the larger cards however if i do a long time lapse with a battery source having a large card is nice to have,5.0
perfect but you have to format it wellpros1bigest memory in a microsd card 64 gb2you have to format it with a modern device if not youll have only 32gb if you format it with a modern device youll have 60gb the 64gb is impossible or at leats i could not3even if your device says maximum microsd memory 32gb this memory 64 gb card can works i tested on samsung galaxy player 50 galaxy sii and si galaxy note ii phone galaxy note 101 tablet and on all asus transformer it works fast and perfectly in all of themcons1 just the price but you already have plenty of offers i waited patiently and finally i bought it for 499 incredible,5.0
max out your phones memorygreat price for this card lots of other places are charging over 40 each sandisk is a very safe bet have not heard of any forgeries of these card yet like some other companies cards 64gigs give you plenty of room to put lots of your music photos and more on,5.0
pricesan disk makes good cards however i thing the price is somewhat highso i got the 32gb for half the price so i will have to download my pictures twice a month instead of once a month,3.0
great for my tf300ti can storage a lot on this little thing lots of videos lots of pictures and it is great that i can just take it from my tablet and insert it again on my phone also with a sd adapter i can place it on my camera and there is no significant speed loss i mean i did not notice anything,5.0
perfectsandisk always do a great job i have like a year with this memory and works perfects i recommend it 100,5.0
great value for the moneygood value for the money shipping was a little longer than i expected but it was worth the wait considering the price works great with my go pro hero 3 black edition,5.0
swear by sandiskthe only company capable of making a reliable micro sd at 64 gigs in all reality they are the only company capable of making a fully reliable sd card period of any size and type despite the galaxy phone issues this card has excellent read spead format speed and decent write speed i upgraded from my 32gig sandisk that i paid a mere 20 bucks for in my smart phone to this and had absolutely no issuesas a complete side note i am amazed at the capability to fit 64 gigs on a micro sd i love it my friend runs a tiny homemade built pc off of a 16 gig sandisk as the harddrive and it works brilliantly,5.0
very fast memoryvery impressed with the speed of this 32 gb micro sdhc very good performance for data read and write,5.0
greatthis device was bought for a galaxy tab 101 and it works well with it the price was decent and i have not had any issue with the disk,5.0
no muss no fuss it just worksi bought this memory card for my new samsung galaxy note 3 from tmobile and it works perfectly turn off the phone take off the back cover insert the card and reassemble simple as that and when i turned the phone on and checked storage there was the external microsd card the phone shows total space on the card as 5945gb but i think that is a function of the phone using some space for its housekeeping and not a shortcoming of the card itselflike the title indicates no hassles with this memory card it just does what it is supposed to do,5.0
works for gopro hero3 cameri have used to record video while riding my quad usually the battery in my camera dies before i run out of space in this memory card,5.0
san disc is qualityi got this for my tablet have used this brand before on other things it is a reliable brand i never worry about quality with it,5.0
great for holding a lot of infohad no problems at all with this i have already purchased 2 more i would totally recomment this for storing photos or movies,5.0
works with samsung galaxy note 1 phonesimply put i now have 5948 gb of extra storage space in my samsung sgh1717 i did not think it was possible because samsung recommends using a 32gb microsd on this phone i tried to reformat this card using my phone just like what the other reviewers mentioned but it did not work my phone kept recognizing the microsd card as blank however after using easeus partition master home edition that i downloaded on my pc yeah it is free to convert to fat32 it finally worked,5.0
performance is not class 10sandisk makes a lot of claims about this card and some of them are questionable i own two and while the highcapacitylowprice certainly makes them useful they are not the answer to all of my recording needs first of all do not use this with a gopro hero 3 or later model despite sandisks claims these cards cannot handle the demands of true hd recording gopro removed it from their list of recommended cards because it caused the cameras to lock up and turn off even with mycanon vixia hf10 flash memory high definition camcordertechnology which is over 10 years oldthe sandisk ultra card does not meet the requirements for shooting in fxp mode 1920x1080 17mbps even though the camera says only a class 4 is required a firmware update to the gopro fixed the issue for hero 3 and hero 3 cameras but it did so by throttling the recording speed for the cards that is lowering the quality of the recording slightlythose shortcomings aside the sandisk ultra can shoot in xp mode 1440 x 1080 on the vixia hf10 and it works with all of the settings of acontourroam waterproof hd 1080p is it waterproof temperature proof xray proof shock proof i cannot say the contourroam is a waterproof camera so even nonwaterproof cards are safe for submersion if they are in the housing the ultra has functioned in 10 weather and after being dropped so there is validity to the claim of it being temperature and shockproof i guess i will find out whether it is xrayproof the next time i go through the airport,3.0
good buyi bought two of these for our new telephones they work fine and were just what we needed if we have extra pictures on the phones pictures do take up a lot of room but now we do not have to worry about running out of room,5.0
